Student_ID,Age,Gender,Marital_Status,Course_Chosen,Application_Mode,Residence_Location,Parental_Education,Parental_Income_Level,Employment_Status,Semester_Enrolled_Units,Semester_Credited_Units,Semester_Evaluated_Units,Semester_Approved_Units,Semester_Average_Grade,Retention,Unemployment_Rate,Inflation_Rate,Regional_GDP,Year,GPA,Attendance,Assignment_Score,Course_Failures,LMS_Activity,Credit_Load
STUD_2015,23,Female,Married,Journalism,Online,Urban,Bachelor,63412,Unemployed,7,5,7,1,3.38,0,4.7,3.2,30973,2021,2.2,83,99.7,3,40,21
STUD_2016,29,Male,Single,Management,Online,Suburban,PhD,79869,Part-time,5,3,4,3,3.79,1,5.0,3.3,36712,2023,2.08,70,71.7,0,778,15
STUD_2017,19,Female,Single,Engineering,In-person,Urban,Master,99179,Unemployed,5,4,3,0,1.68,1,5.0,2.8,21713,2022,1.19,74,45.0,4,218,16
STUD_2018,32,Male,Single,Agronomy,In-person,Urban,Master,110257,Part-time,2,2,2,2,1.24,1,4.5,3.1,39376,2023,4.89,81,77.8,5,769,20
STUD_2019,25,Other,Widowed,Engineering,In-person,Rural,Master,31031,Employed,5,4,4,0,2.69,1,5.8,2.2,22914,2023,3.84,86,82.7,2,510,17
STUD_2020,27,Male,Single,Agronomy,In-person,Urban,Bachelor,88999,Part-time,6,5,6,1,1.9,0,5.9,2.2,39060,2022,3.91,56,78.7,4,452,16
STUD_2021,32,Other,Widowed,Agronomy,In-person,Urban,PhD,65829,Employed,6,3,3,3,1.27,1,4.2,3.3,29270,2023,3.52,78,81.1,2,340,14
STUD_2022,34,Other,Widowed,Journalism,Online,Urban,Master,31976,Unemployed,2,2,2,1,3.51,1,4.3,3.9,28249,2023,3.24,63,80.5,2,407,19
STUD_2023,23,Female,Widowed,Engineering,In-person,Urban,Master,120550,Unemployed,5,2,4,0,1.58,0,4.7,2.8,29946,2022,4.31,83,64.1,4,61,13
STUD_2024,27,Male,Single,Management,In-person,Urban,Master,86263,Employed,5,2,2,2,2.18,0,4.6,2.7,35008,2022,2.92,64,52.6,0,969,22
STUD_2025,29,Male,Widowed,Engineering,In-person,Suburban,Bachelor,65101,Part-time,3,3,3,2,3.4,1,4.3,3.4,22628,2023,2.12,94,74.6,1,423,16
STUD_2026,26,Female,Widowed,Engineering,Online,Rural,PhD,85488,Employed,4,2,3,2,2.7,1,5.2,3.9,22138,2021,4.72,59,46.1,4,799,13
STUD_2027,27,Female,Married,Agronomy,In-person,Urban,High School,102651,Employed,2,2,2,2,1.19,1,5.4,2.2,31047,2021,1.98,97,51.3,2,259,16
STUD_2028,23,Other,Widowed,Management,In-person,Rural,Master,47928,Employed,3,3,3,2,2.47,1,4.6,2.7,21962,2022,2.52,78,43.2,4,3,24
STUD_2029,23,Other,Married,Management,In-person,Urban,High School,112771,Employed,6,2,6,1,3.08,1,5.3,3.1,31765,2021,1.44,64,94.7,2,280,21
STUD_2030,26,Female,Widowed,Agronomy,Online,Rural,Master,87621,Unemployed,4,4,2,0,1.92,1,5.7,2.6,20363,2023,3.79,95,52.3,0,960,16
STUD_2031,18,Female,Single,Agronomy,In-person,Suburban,Master,43496,Employed,7,6,6,5,2.02,1,6.0,2.5,38121,2021,2.37,100,66.7,1,459,18
STUD_2032,30,Female,Married,Management,In-person,Suburban,Bachelor,87236,Part-time,5,2,5,0,2.88,1,4.4,3.1,30734,2021,4.68,89,40.3,0,434,19
STUD_2033,33,Female,Single,Agronomy,In-person,Urban,High School,100978,Unemployed,2,2,2,1,1.46,1,5.9,3.3,26482,2023,4.39,61,78.2,4,605,12
STUD_2034,26,Male,Single,Management,Online,Suburban,Master,23371,Part-time,3,3,2,3,1.57,1,5.7,2.7,36502,2021,3.65,50,82.9,4,789,20
STUD_2035,27,Female,Married,Engineering,In-person,Rural,PhD,47484,Employed,5,4,2,0,1.32,1,4.9,3.5,22878,2022,1.95,81,90.3,2,619,19
STUD_2036,29,Other,Widowed,Management,In-person,Rural,PhD,87536,Unemployed,7,7,5,1,1.39,1,4.2,2.7,26475,2022,4.98,50,63.2,4,199,14
STUD_2037,22,Female,Single,Management,In-person,Suburban,Bachelor,39316,Employed,6,5,5,2,2.86,1,5.4,2.2,22299,2021,1.34,61,62.7,1,415,19
STUD_2038,30,Female,Single,Journalism,Online,Rural,Bachelor,52132,Part-time,6,4,5,4,3.56,1,4.3,3.4,34887,2022,2.85,88,85.2,1,847,24
STUD_2039,23,Male,Widowed,Journalism,Online,Suburban,Master,111796,Unemployed,2,2,2,2,1.0,1,4.6,2.0,32176,2022,1.19,51,84.5,2,841,22
STUD_2040,30,Other,Widowed,Agronomy,In-person,Suburban,High School,73654,Employed,5,2,3,2,3.7,1,4.0,3.9,25212,2022,2.12,65,78.3,0,558,19
STUD_2041,19,Female,Married,Engineering,Online,Urban,High School,147711,Employed,6,5,6,4,1.33,1,4.4,3.2,25929,2023,1.31,78,57.1,3,689,18
STUD_2042,19,Male,Single,Journalism,In-person,Suburban,PhD,124237,Employed,3,2,3,2,2.29,0,5.9,2.4,20386,2022,2.19,86,90.6,1,593,19
STUD_2043,32,Female,Married,Management,Online,Suburban,Master,149981,Employed,4,2,3,0,3.41,0,4.4,3.7,38555,2022,4.03,93,84.4,2,109,16
STUD_2044,25,Other,Married,Agronomy,In-person,Rural,Master,63329,Unemployed,7,7,6,4,2.01,1,5.9,3.7,34603,2022,3.69,96,68.3,2,114,18
STUD_2045,28,Female,Married,Engineering,In-person,Urban,Master,108980,Part-time,3,3,3,2,3.1,1,4.8,3.7,25025,2023,2.36,51,59.6,1,815,16
STUD_2046,28,Male,Single,Journalism,In-person,Urban,PhD,38520,Employed,4,3,3,0,2.28,0,5.1,3.7,23303,2023,3.92,100,75.9,0,696,12
STUD_2047,20,Other,Married,Management,Online,Urban,Bachelor,76314,Unemployed,2,2,2,1,2.32,1,4.2,3.7,39614,2022,3.69,62,42.7,2,178,15
STUD_2048,27,Other,Widowed,Engineering,Online,Rural,High School,120026,Employed,3,2,2,0,3.42,1,5.1,2.0,21236,2022,3.59,90,53.4,3,10,20
STUD_2049,19,Other,Married,Engineering,Online,Urban,High School,149241,Part-time,3,2,3,1,3.26,1,5.1,2.8,37387,2023,1.09,59,53.0,2,484,14
STUD_2050,23,Male,Widowed,Agronomy,In-person,Rural,PhD,128578,Part-time,7,4,4,1,1.67,0,4.7,3.3,35111,2022,2.39,64,50.3,1,310,12
STUD_2051,23,Other,Married,Engineering,Online,Rural,PhD,78687,Employed,3,2,3,1,3.92,1,6.0,3.2,39007,2023,4.25,80,62.7,4,65,18
STUD_2052,20,Female,Widowed,Management,In-person,Suburban,Bachelor,48775,Part-time,6,4,6,0,1.43,0,5.7,2.7,26038,2022,2.89,84,71.4,2,797,12
STUD_2053,29,Other,Widowed,Agronomy,In-person,Urban,PhD,84675,Part-time,5,4,4,3,1.35,0,4.0,3.8,34480,2022,3.74,55,81.1,2,411,15
STUD_2054,31,Female,Single,Engineering,Online,Rural,PhD,56237,Employed,7,7,4,2,3.13,0,4.9,3.6,35584,2023,1.04,66,57.3,2,545,13
STUD_2055,19,Other,Married,Agronomy,Online,Urban,High School,48948,Employed,3,3,2,2,3.39,1,5.8,2.0,31016,2023,2.92,67,74.1,5,280,14
STUD_2056,25,Other,Single,Journalism,Online,Rural,Master,27547,Unemployed,6,4,3,4,3.23,0,5.4,2.7,26947,2023,1.17,100,64.0,3,734,13
STUD_2057,32,Male,Married,Engineering,Online,Suburban,High School,82999,Unemployed,5,5,5,2,3.47,1,5.4,3.8,30213,2022,3.93,66,76.3,5,32,13
STUD_2058,19,Other,Widowed,Management,Online,Urban,Master,84277,Part-time,3,3,2,3,3.34,1,4.1,2.5,24839,2022,3.06,80,78.2,0,122,24
STUD_2059,23,Female,Married,Management,Online,Rural,PhD,28228,Unemployed,6,2,2,2,1.34,1,4.3,2.2,25340,2023,4.01,56,78.9,3,331,22
STUD_2060,29,Other,Widowed,Management,In-person,Rural,High School,131256,Unemployed,2,2,2,0,2.27,1,4.2,2.1,22741,2023,1.81,83,90.2,4,487,17
STUD_2061,18,Female,Widowed,Agronomy,In-person,Suburban,High School,96499,Unemployed,2,2,2,2,1.37,1,4.7,3.4,35190,2021,4.01,84,93.5,2,871,23
STUD_2062,30,Other,Widowed,Management,Online,Urban,PhD,77434,Employed,4,3,3,0,3.3,0,4.2,2.7,30830,2023,2.96,85,49.0,0,300,23
STUD_2063,23,Female,Married,Agronomy,Online,Urban,Master,115503,Unemployed,6,3,4,1,2.0,1,5.7,3.4,26313,2023,4.79,94,57.9,4,918,13
STUD_2064,32,Male,Single,Journalism,Online,Urban,High School,30753,Part-time,5,2,4,2,3.81,0,4.6,3.7,36238,2022,2.45,79,80.0,2,333,23
STUD_2065,20,Other,Single,Engineering,Online,Rural,High School,83479,Unemployed,2,2,2,2,1.23,0,5.2,2.7,21690,2022,1.75,56,79.4,5,722,21
STUD_2066,30,Other,Married,Management,Online,Rural,High School,77237,Employed,7,3,3,1,1.86,1,5.9,2.2,38580,2023,4.3,95,89.4,3,501,20
STUD_2067,19,Female,Widowed,Management,Online,Rural,Bachelor,92236,Employed,2,2,2,1,2.55,1,4.2,3.6,20890,2021,2.07,52,87.3,5,894,23
STUD_2068,33,Female,Widowed,Engineering,In-person,Rural,Bachelor,122144,Employed,7,7,6,6,3.22,1,5.8,3.9,34913,2021,4.16,63,44.2,4,344,12
STUD_2069,31,Male,Married,Engineering,In-person,Suburban,PhD,113609,Part-time,5,3,5,0,2.55,1,4.7,2.1,39339,2022,3.65,71,54.2,1,599,24
STUD_2070,22,Male,Married,Management,Online,Suburban,High School,83696,Part-time,2,2,2,2,3.44,0,5.2,3.5,36766,2021,4.92,93,66.5,3,56,13
STUD_2071,32,Female,Single,Engineering,In-person,Rural,PhD,22677,Employed,4,2,3,1,2.59,1,4.5,2.7,26541,2021,3.86,96,83.6,3,854,13
STUD_2072,22,Other,Single,Management,In-person,Suburban,Master,82410,Employed,4,2,4,0,3.09,1,4.6,4.0,24357,2021,1.1,54,89.8,2,948,16
STUD_2073,21,Other,Widowed,Journalism,In-person,Suburban,High School,35873,Unemployed,2,2,2,2,2.76,1,4.1,2.4,30950,2021,3.01,56,42.9,2,77,21
STUD_2074,19,Other,Married,Management,In-person,Suburban,Bachelor,78791,Employed,5,4,3,2,2.44,1,4.7,2.9,28978,2022,3.77,57,80.6,2,939,23
STUD_2075,30,Male,Widowed,Engineering,Online,Rural,Bachelor,85217,Unemployed,5,3,3,0,2.28,1,5.9,3.8,34308,2021,1.21,80,80.7,3,298,12
STUD_2076,33,Male,Single,Management,Online,Suburban,High School,88902,Part-time,3,2,2,0,2.88,0,4.8,2.5,20602,2023,1.17,73,80.8,0,737,14
STUD_2077,30,Other,Widowed,Engineering,In-person,Suburban,PhD,66997,Part-time,5,3,2,2,3.47,1,6.0,2.3,25403,2022,2.62,51,89.5,5,37,18
STUD_2078,21,Female,Widowed,Agronomy,In-person,Urban,Bachelor,77291,Part-time,4,4,3,4,2.38,1,4.7,3.4,32806,2023,2.29,67,96.7,4,265,14
STUD_2079,33,Male,Single,Management,In-person,Suburban,PhD,34308,Unemployed,4,3,4,0,1.67,1,5.6,2.5,28495,2022,1.92,58,44.2,0,829,15
STUD_2080,25,Female,Single,Journalism,In-person,Suburban,Master,121608,Employed,3,2,3,1,3.06,0,4.9,2.9,34555,2023,1.8,96,75.2,3,97,15
STUD_2081,25,Other,Widowed,Management,Online,Suburban,PhD,108215,Employed,7,2,7,1,2.66,1,5.1,3.3,35939,2023,4.75,89,42.4,0,364,24
STUD_2082,24,Other,Widowed,Agronomy,Online,Rural,Bachelor,128100,Unemployed,4,3,2,3,2.2,1,5.7,3.8,34021,2023,4.72,76,54.4,1,178,21
STUD_2083,25,Female,Widowed,Agronomy,In-person,Urban,High School,111175,Unemployed,2,2,2,1,3.16,1,5.2,2.8,33257,2023,2.77,86,70.7,3,365,22
STUD_2084,21,Other,Widowed,Journalism,Online,Suburban,High School,70312,Unemployed,3,3,2,3,3.97,1,5.6,2.1,23145,2021,1.18,66,69.6,1,718,20
STUD_2085,22,Female,Single,Engineering,In-person,Suburban,Bachelor,68589,Unemployed,6,5,4,2,2.75,0,5.1,3.9,31459,2023,2.9,78,59.5,2,836,16
STUD_2086,32,Male,Married,Engineering,In-person,Suburban,PhD,28931,Employed,4,4,2,1,2.49,1,5.4,2.1,27333,2021,2.56,60,52.3,0,123,14
STUD_2087,33,Male,Married,Management,In-person,Urban,Bachelor,55146,Employed,2,2,2,2,2.8,1,5.6,2.7,25526,2021,1.05,88,93.2,4,998,14
STUD_2088,31,Male,Single,Journalism,Online,Suburban,High School,132037,Unemployed,5,5,5,4,3.49,0,5.9,3.1,26473,2022,2.17,54,85.3,4,29,22
STUD_2089,32,Male,Single,Agronomy,Online,Suburban,High School,95038,Unemployed,3,2,3,2,1.11,0,5.7,2.4,31270,2023,4.56,91,44.4,3,662,24
STUD_2090,27,Female,Single,Engineering,Online,Suburban,Master,129433,Employed,5,5,5,5,1.43,1,5.2,2.2,21609,2023,4.56,67,94.1,1,591,23
STUD_2091,26,Female,Widowed,Journalism,In-person,Suburban,Bachelor,22852,Unemployed,3,3,2,3,3.33,1,4.0,3.8,20611,2023,2.71,56,92.7,0,941,12
STUD_2092,18,Other,Single,Agronomy,Online,Rural,Master,39561,Unemployed,3,3,3,3,2.79,1,4.8,2.4,26993,2023,3.57,87,89.7,5,839,19
STUD_2093,30,Other,Single,Management,In-person,Urban,Master,107643,Unemployed,6,2,6,1,3.04,1,5.5,2.3,24315,2021,3.11,80,64.3,5,48,17
STUD_2094,25,Male,Married,Journalism,Online,Rural,Master,66640,Unemployed,4,3,4,0,1.12,1,4.5,3.0,35955,2021,2.43,54,94.8,4,699,20
STUD_2095,32,Female,Married,Journalism,Online,Suburban,Master,27534,Part-time,5,2,4,1,1.56,1,5.5,3.1,22037,2022,1.78,89,65.2,0,378,12
STUD_2096,32,Female,Single,Journalism,Online,Urban,Master,121276,Part-time,6,3,3,1,1.34,0,5.0,3.0,22948,2022,4.19,82,63.4,1,258,23
STUD_2097,22,Other,Widowed,Engineering,Online,Suburban,Bachelor,68632,Part-time,3,2,2,1,2.39,1,4.2,3.6,26233,2022,1.74,82,78.9,1,736,24
STUD_2098,32,Male,Married,Agronomy,Online,Rural,High School,146904,Employed,7,5,3,2,1.45,1,4.0,2.1,32841,2021,3.36,50,56.2,2,800,16
STUD_2099,22,Male,Single,Management,Online,Rural,Master,75769,Employed,2,2,2,1,3.99,0,5.9,3.9,34182,2021,1.58,52,50.8,4,430,16
STUD_2100,30,Other,Married,Journalism,In-person,Suburban,Bachelor,86322,Part-time,7,7,4,7,2.71,1,4.7,2.6,36329,2022,2.03,92,84.1,4,917,15
STUD_2101,31,Other,Widowed,Management,In-person,Rural,Bachelor,30200,Employed,7,3,5,2,1.99,1,4.5,3.7,39779,2021,4.2,74,62.5,2,394,17
STUD_2102,31,Female,Widowed,Journalism,In-person,Urban,High School,95510,Unemployed,3,3,3,1,1.2,1,4.9,2.2,32030,2021,1.23,94,83.9,5,908,24
STUD_2103,23,Male,Widowed,Agronomy,Online,Suburban,High School,136190,Unemployed,5,5,5,1,3.07,1,4.9,2.6,23692,2022,4.57,83,63.0,4,348,23
STUD_2104,27,Male,Single,Journalism,Online,Rural,PhD,110437,Part-time,6,6,4,1,3.88,0,4.6,4.0,35958,2022,1.63,51,72.3,4,359,15
STUD_2105,22,Male,Widowed,Journalism,Online,Suburban,High School,99656,Part-time,6,6,6,4,3.48,0,4.0,3.9,34483,2023,4.54,80,70.1,4,208,12
STUD_2106,34,Male,Widowed,Management,Online,Rural,High School,146078,Unemployed,7,2,6,2,1.03,1,5.6,3.5,30255,2021,3.92,86,74.3,2,99,18
STUD_2107,20,Female,Widowed,Agronomy,Online,Urban,PhD,47143,Employed,3,2,2,1,2.96,0,5.7,2.8,20245,2021,3.69,98,64.7,3,165,21
STUD_2108,21,Male,Single,Agronomy,Online,Urban,Master,139994,Part-time,3,3,3,1,2.15,1,5.8,2.4,21358,2022,4.06,73,48.1,3,746,18
STUD_2109,33,Other,Married,Journalism,Online,Urban,High School,97164,Unemployed,7,5,5,5,3.27,0,5.3,2.3,27263,2021,4.14,64,52.6,2,8,14
STUD_2110,18,Male,Widowed,Agronomy,Online,Rural,Bachelor,112082,Unemployed,2,2,2,0,3.16,0,5.4,3.6,35744,2021,4.59,72,85.4,1,629,19
STUD_2111,23,Male,Married,Management,In-person,Rural,Master,147737,Employed,6,3,6,1,1.73,1,4.8,2.9,20113,2022,3.57,87,73.2,4,687,19
STUD_2112,18,Male,Married,Journalism,Online,Urban,Bachelor,121863,Unemployed,5,5,3,0,1.26,1,5.0,3.2,36945,2022,4.71,100,59.1,5,291,24
STUD_2113,28,Other,Single,Agronomy,Online,Suburban,High School,64854,Employed,5,4,5,1,3.8,1,5.5,3.9,39961,2022,3.59,75,91.4,5,583,16
STUD_2114,32,Other,Married,Journalism,Online,Suburban,High School,49029,Employed,6,6,4,0,3.55,1,5.2,2.0,24252,2022,2.28,94,88.7,3,336,17
STUD_2115,26,Male,Single,Management,Online,Rural,Master,123002,Employed,7,6,2,2,3.66,1,5.3,3.0,25185,2023,1.56,95,52.9,4,194,20
STUD_2116,28,Female,Married,Agronomy,Online,Rural,Master,45092,Unemployed,6,5,3,0,2.26,1,5.7,2.4,37646,2021,2.78,90,94.7,4,950,22
STUD_2117,22,Male,Married,Agronomy,In-person,Rural,Bachelor,20578,Unemployed,4,2,3,1,2.52,1,4.4,3.4,39379,2022,4.56,81,96.8,2,641,14
STUD_2118,23,Male,Widowed,Journalism,Online,Rural,Bachelor,142964,Part-time,2,2,2,2,1.7,1,5.9,3.6,20664,2022,4.64,55,97.4,4,151,13
STUD_2119,30,Other,Widowed,Agronomy,In-person,Urban,Bachelor,102272,Unemployed,2,2,2,2,1.25,1,4.4,3.8,33852,2021,4.1,82,42.0,1,568,19
STUD_2120,22,Female,Single,Agronomy,Online,Suburban,Bachelor,40447,Part-time,5,3,4,3,3.52,0,5.9,3.0,29191,2021,3.84,55,82.8,3,873,12
STUD_2121,22,Other,Widowed,Engineering,In-person,Rural,Master,118267,Employed,7,5,5,0,2.52,1,5.8,3.7,24463,2022,1.87,73,93.2,4,231,13
STUD_2122,29,Other,Married,Journalism,In-person,Urban,High School,65996,Employed,5,2,4,0,2.27,0,5.4,2.3,20247,2022,3.82,85,50.1,4,756,23
STUD_2123,24,Male,Single,Journalism,Online,Suburban,High School,105954,Unemployed,4,2,4,0,3.57,0,4.9,3.2,33630,2023,2.35,60,85.4,2,350,15
STUD_2124,18,Female,Widowed,Journalism,Online,Suburban,PhD,144583,Employed,5,5,3,4,2.06,0,5.2,2.9,25462,2023,4.35,73,66.7,4,567,23
STUD_2125,24,Male,Widowed,Journalism,In-person,Urban,PhD,83833,Part-time,6,3,5,2,1.18,1,4.0,2.7,36477,2023,1.57,85,95.1,1,270,14
STUD_2126,19,Other,Widowed,Journalism,Online,Urban,Master,99112,Unemployed,6,2,6,1,2.57,1,5.9,3.4,33686,2022,2.18,72,92.4,2,412,20
STUD_2127,24,Female,Widowed,Agronomy,In-person,Suburban,High School,92958,Part-time,6,5,5,1,3.71,1,5.5,3.6,37970,2021,2.4,95,70.0,4,630,12
STUD_2128,21,Female,Widowed,Management,In-person,Rural,PhD,147769,Unemployed,6,3,2,0,3.09,1,5.7,2.8,34987,2022,1.83,84,73.3,2,286,19
STUD_2129,18,Other,Widowed,Management,Online,Urban,PhD,136365,Employed,7,2,7,0,3.66,0,4.8,2.8,28761,2022,3.31,70,83.8,2,947,21
STUD_2130,22,Male,Married,Management,Online,Rural,High School,75791,Unemployed,2,2,2,1,3.73,1,5.4,3.8,24458,2022,2.37,99,60.4,2,64,19
STUD_2131,33,Male,Widowed,Engineering,In-person,Suburban,Bachelor,129467,Employed,4,2,2,1,2.3,1,4.4,3.0,38850,2022,1.07,74,74.4,1,850,20
STUD_2132,23,Other,Married,Agronomy,In-person,Suburban,Bachelor,34234,Part-time,3,3,2,1,1.77,1,4.3,3.0,20069,2021,4.8,51,89.8,2,743,22
STUD_2133,31,Female,Widowed,Agronomy,In-person,Urban,PhD,77765,Employed,4,2,3,0,3.98,1,4.1,2.1,39258,2021,1.26,74,99.6,3,482,15
STUD_2134,23,Female,Widowed,Journalism,Online,Suburban,Bachelor,83328,Employed,4,4,3,4,2.44,1,4.3,2.6,27154,2022,2.54,76,95.3,3,515,20
STUD_2135,27,Female,Single,Journalism,Online,Suburban,High School,135510,Part-time,7,3,7,1,2.99,0,5.9,2.4,20896,2022,3.28,100,97.5,5,488,16
STUD_2136,29,Male,Married,Journalism,In-person,Suburban,High School,52648,Part-time,5,3,4,1,2.05,0,4.3,2.8,26867,2022,3.7,67,66.5,4,26,19
STUD_2137,19,Male,Married,Agronomy,In-person,Suburban,High School,111131,Employed,5,5,2,1,2.93,0,4.2,2.7,35477,2023,1.11,51,76.8,1,383,24
STUD_2138,19,Other,Widowed,Agronomy,Online,Urban,Master,90660,Part-time,4,2,4,1,3.93,0,4.7,2.6,31805,2022,1.45,66,54.4,3,225,23
STUD_2139,25,Other,Single,Journalism,Online,Rural,Bachelor,54340,Employed,6,5,6,5,3.76,0,5.5,3.4,34365,2021,1.44,89,44.8,3,781,19
STUD_2140,31,Female,Single,Agronomy,In-person,Rural,PhD,103676,Part-time,5,2,3,2,1.75,1,5.0,3.9,30409,2023,3.65,60,62.6,3,77,18
STUD_2141,31,Male,Single,Management,Online,Suburban,PhD,116263,Unemployed,4,3,3,1,2.58,1,4.5,2.6,30081,2022,1.12,94,75.2,2,76,17
STUD_2142,23,Male,Single,Journalism,In-person,Suburban,Master,54057,Unemployed,3,3,3,0,1.74,0,5.5,2.0,34647,2022,3.72,68,77.6,1,11,12
STUD_2143,23,Other,Widowed,Management,Online,Urban,Bachelor,79377,Unemployed,3,3,2,3,2.11,1,4.6,2.0,27257,2021,2.27,53,60.3,0,557,18
STUD_2144,28,Female,Single,Agronomy,In-person,Suburban,Bachelor,101692,Part-time,6,2,6,2,2.1,1,5.5,3.7,35388,2022,3.42,56,83.4,5,837,24
STUD_2145,23,Female,Single,Management,In-person,Suburban,PhD,127465,Part-time,5,3,4,3,2.19,1,4.5,3.4,21360,2022,3.61,66,94.9,5,569,18
STUD_2146,19,Other,Single,Journalism,Online,Urban,High School,31674,Employed,7,6,3,2,2.2,1,4.1,3.8,30691,2022,1.58,80,50.8,4,491,24
STUD_2147,27,Male,Single,Management,Online,Suburban,PhD,51825,Employed,4,2,4,0,3.04,0,4.4,3.8,30689,2021,2.22,94,62.8,5,667,22
STUD_2148,21,Female,Widowed,Engineering,Online,Rural,PhD,114284,Part-time,7,2,7,0,3.36,1,5.3,3.4,21729,2022,1.19,80,78.2,5,400,20
STUD_2149,29,Male,Married,Management,In-person,Urban,Bachelor,121949,Employed,6,3,2,0,1.74,1,4.5,2.1,35080,2022,4.24,50,90.9,3,584,13
STUD_2150,19,Other,Married,Agronomy,In-person,Rural,Bachelor,51458,Part-time,7,4,3,0,2.26,1,5.2,2.2,28597,2021,2.09,94,93.8,3,575,24
STUD_2151,18,Male,Single,Management,In-person,Suburban,Bachelor,126821,Employed,3,2,3,2,1.91,0,5.4,2.5,35070,2023,3.84,97,85.7,1,688,21
STUD_2152,24,Female,Married,Engineering,In-person,Urban,High School,56515,Part-time,3,2,3,0,1.87,1,5.6,2.3,30422,2022,2.07,53,83.6,5,623,22
STUD_2153,24,Female,Single,Agronomy,Online,Suburban,Master,53466,Employed,5,2,4,2,3.07,1,5.0,3.5,39237,2023,2.91,90,64.8,0,416,24
STUD_2154,23,Male,Married,Journalism,Online,Rural,Bachelor,67625,Employed,7,5,3,4,2.56,0,5.9,2.0,37029,2021,1.57,80,68.9,3,594,16
STUD_2155,33,Male,Widowed,Journalism,Online,Rural,High School,34228,Employed,3,3,3,2,3.23,1,5.5,3.1,26540,2021,1.75,92,84.9,2,275,13
STUD_2156,32,Male,Single,Agronomy,In-person,Rural,High School,90772,Part-time,7,5,5,1,1.48,1,4.5,2.5,30986,2022,3.6,71,62.6,3,414,24
STUD_2157,24,Female,Married,Engineering,Online,Urban,PhD,31755,Unemployed,2,2,2,1,2.95,1,4.5,2.5,31994,2023,3.82,50,62.9,4,800,17
STUD_2158,26,Other,Married,Engineering,Online,Suburban,High School,58042,Employed,5,3,4,2,2.51,1,4.4,3.6,29913,2021,1.98,68,59.1,5,682,16
STUD_2159,31,Female,Married,Engineering,Online,Urban,Bachelor,49652,Unemployed,5,5,3,1,1.82,1,6.0,3.5,24451,2023,1.55,51,76.6,3,43,19
STUD_2160,26,Other,Married,Journalism,Online,Urban,High School,123673,Employed,3,3,2,2,1.24,0,4.7,3.1,30889,2023,2.09,83,87.6,1,421,18
STUD_2161,23,Female,Single,Agronomy,Online,Rural,High School,71573,Unemployed,7,7,6,5,3.41,1,5.8,3.2,22556,2021,1.26,54,79.4,0,874,19
STUD_2162,21,Male,Widowed,Journalism,Online,Urban,PhD,54159,Unemployed,5,3,5,2,1.75,1,5.0,3.7,20502,2021,3.22,53,57.9,2,485,13
STUD_2163,19,Other,Married,Engineering,Online,Urban,High School,63926,Unemployed,3,3,3,2,3.28,1,5.9,3.4,21243,2023,3.34,54,85.9,2,35,15
STUD_2164,30,Male,Married,Journalism,In-person,Urban,Bachelor,46458,Unemployed,5,3,5,0,3.6,0,4.7,3.8,38940,2022,1.62,54,52.2,3,23,14
STUD_2165,34,Male,Widowed,Agronomy,Online,Rural,High School,130664,Part-time,5,3,5,0,3.78,1,4.8,2.6,36828,2021,4.27,65,81.7,5,671,13
STUD_2166,28,Female,Widowed,Management,In-person,Rural,Bachelor,110486,Unemployed,7,2,6,0,3.64,1,4.0,2.1,39578,2023,4.47,90,60.9,2,510,21
STUD_2167,23,Female,Married,Management,In-person,Urban,Bachelor,33528,Employed,6,3,6,2,2.79,1,5.0,3.1,37077,2022,3.29,58,40.1,2,257,20
STUD_2168,24,Female,Single,Agronomy,In-person,Rural,High School,46368,Employed,6,6,3,6,2.96,1,4.9,3.9,35475,2023,1.01,87,62.8,0,211,21
STUD_2169,26,Male,Widowed,Engineering,Online,Suburban,Master,50394,Unemployed,4,2,4,1,2.1,1,5.4,2.5,36329,2022,3.51,82,97.9,5,796,19
STUD_2170,28,Female,Married,Agronomy,In-person,Suburban,Bachelor,38905,Unemployed,5,3,4,2,1.05,1,4.4,2.8,37769,2022,3.28,69,92.3,4,621,24
STUD_2171,20,Female,Single,Engineering,In-person,Rural,PhD,21935,Employed,4,4,3,2,1.05,1,5.0,3.2,38492,2021,2.48,59,83.4,4,40,22
STUD_2172,30,Other,Widowed,Engineering,In-person,Rural,PhD,58784,Unemployed,2,2,2,1,2.51,1,4.3,3.3,36162,2021,3.9,95,91.3,2,405,13
STUD_2173,30,Other,Widowed,Management,Online,Suburban,High School,122595,Employed,4,3,4,3,1.77,1,4.9,2.1,23055,2023,4.73,98,96.8,0,114,18
STUD_2174,28,Male,Widowed,Agronomy,In-person,Suburban,PhD,94011,Employed,5,4,2,3,2.5,1,4.6,2.4,33315,2023,2.41,81,48.4,2,182,20
STUD_2175,25,Other,Married,Journalism,In-person,Suburban,Bachelor,59829,Employed,5,2,4,0,1.64,1,4.9,2.1,20461,2023,3.91,59,82.5,0,846,21
STUD_2176,26,Male,Widowed,Engineering,Online,Suburban,PhD,105242,Employed,6,4,2,3,1.53,1,4.7,3.8,21079,2023,4.32,71,62.5,5,727,12
STUD_2177,19,Male,Widowed,Management,Online,Rural,Master,30459,Unemployed,2,2,2,1,1.72,1,5.9,2.3,34584,2021,4.54,67,65.4,1,523,24
